token,2024_n,2024_mean12,2024_median12,2024_win12,2024_mfe12,2024_mae12,2024_mean24,2025_n,2025_mean12,2025_median12,2025_win12,2025_mfe12,2025_mae12,2025_mean24,2026_n,2026_mean12,2026_median12,2026_win12,2026_mfe12,2026_mae12,2026_mean24,conservative_train_lift
H4_WPR_P3=+0+,140,0.12237063016276815,0.040832886473585184,52.142857142857146,1.5591022076707561,-1.5327594849944104,0.27686528381565423,111,0.13239583097816018,-0.022660298627441566,46.846846846846844,1.1502594269432689,-1.0739846548083214,0.17898163446694565,102,0.06799057206555835,0.038678830150074006,52.94117647058824,1.2099990429273824,-1.1089842164690789,0.22136337103970316,0.0914043219120113
H4_STOCH_P3=--+,85,0.14714707323615153,0.38463916424822386,57.647058823529406,1.4895059624951448,-1.42347340354105,0.2528029546021827,98,0.05063591041094494,0.1700886293255599,57.14285714285714,1.2169949096221513,-1.290610559426523,-0.3631738385920967,74,-0.05751208144589624,0.07683587892743926,54.054054054054056,1.1585619039678583,-1.2404031497052994,-0.0650223578116281,0.08341620007780726
H4_OBV_P3=+++,119,0.2997198600885891,0.0774065041659,52.10084033613446,1.6402102862791665,-1.1791107463202553,0.16531302079132412,89,0.030958005357973283,0.004347992860642691,50.56179775280899,1.2122578216830695,-1.1139885145888175,0.01590465347847174,62,0.036393171031292144,0.061322057967083676,53.2258064516129,1.109625418302072,-0.9554631084183152,0.17904736640722635,0.0637382950248356
H4_KDJ_P3=+-+,101,0.07409699087722409,0.31532999650796256,64.35643564356435,1.5504362035397687,-1.5308274397707655,0.09275942101388056,100,0.05466714864962294,0.09437683929666152,52.0,1.0661482796634756,-1.0414053650027397,0.05251480720125909,64,-0.009624843800140087,-0.12679625585151344,48.4375,1.0654711117780216,-1.2191756434531593,-0.1091336575736275,0.04313068262646723
H4_RSI_P3=0++,76,0.46770045903767526,0.033207127808171366,50.0,1.6121716482448396,-1.1890631134666996,0.8639063445463826,83,0.00811680975699389,0.01638464310060872,50.602409638554214,1.128660836534127,-1.2021907009974502,-0.076125851632792,53,-0.3394936155164178,-0.08272562710111009,47.16981132075472,0.9271030275808014,-1.2462460716978978,-0.5512207336414207,0.040897099423856206
M15_RSI_P4=--0+,167,0.07194839420872141,0.07624817822577956,52.69461077844312,1.480021206376911,-1.4279826483289744,0.13690588472430515,164,0.0061514530453690205,0.13952950737489145,54.87804878048781,1.0286075451521932,-1.0380988057390046,-0.15211540315750074,114,0.05718849848341161,0.019129449161892076,50.877192982456144,1.1992804691492214,-1.1617687434842408,0.29834333354075077,0.03893174271223134
H4_WPR_P3=0++,80,0.09243054091810644,-0.2004734961003951,43.75,1.5535809804587637,-1.3826560817058016,0.24015410921638317,78,0.00168346867765744,0.1408679332108531,56.41025641025641,1.2197061472776052,-1.2570908705154624,0.07233836805237949,53,-0.13619055332766455,-0.17207365300153654,45.28301886792453,1.137646430271384,-1.2160301742065813,-0.23026663220092217,0.03446375834451976
M15_KDJ_P4=---+,138,0.06486015634262508,0.26317590454845163,54.347826086956516,1.4628623526119642,-1.5417886190525374,0.24314924018340633,110,0.07673327695070746,0.02108044140670673,50.90909090909091,1.2058302226132709,-1.1718086619268129,-0.11997495692209918,103,-0.015137580250480696,-0.0011888621193834048,49.51456310679612,1.0852911271491876,-1.1424574504758709,-0.014612868546542385,0.033893848091868226
H4_OBV_P3=0-+,64,0.13099943908254208,0.28244587985959413,59.375,1.31023920333981,-1.2109066021150694,0.19401848755075096,73,-0.0031843048398853555,-0.1216159613318113,42.465753424657535,1.1030951629737704,-1.2136117195740055,-0.09698520263937704,52,-0.4953019130427488,-0.4831600419599291,38.46153846153847,0.9214672517207654,-1.527499742044287,-0.19215079403608992,0.029595984826976965
H4_STOCH_P3=-0+,75,0.1251445168363846,0.21246106254955155,53.333333333333336,1.4742019507952653,-1.5982477085918476,0.35477691415044044,64,-0.007828946706762846,0.04455526431224044,51.5625,1.1398320798488646,-1.187390714596143,-0.10021819829623449,42,-0.07749917111373954,-0.07393766239155442,50.0,0.9960455827489353,-1.3944251760445328,0.1601128011890697,0.024951342960099474
M15_RSI_P4=-00+,96,0.39766820989726265,0.311630510415728,55.208333333333336,1.7276727535681342,-1.2804969665288706,0.44645345019670307,74,-0.01352030672340986,-0.06501748462737766,43.24324324324324,1.2534064060372774,-1.3782198722148498,-0.0913065365325144,47,0.06656102582768561,0.03931309414288986,53.191489361702125,1.0169927350836419,-0.9534402124195964,-0.04008852384504633,0.019259982943452457
S_ENGULF=N,571,0.045987584801388565,0.07624817822577956,53.239929947460595,1.4952865045026886,-1.4437125368093051,0.06325409885748047,579,-0.012557895003162093,0.0024016507345958615,50.086355785837654,1.0908015510500109,-1.1722600480799592,-0.11485043681691684,378,0.02281549610576756,0.05858139332063361,52.38095238095239,1.1141463268570866,-1.138783715015576,0.09271919834919809,0.015021276550631704
S_RECLAIM=N,210,0.15113368603491606,0.11468006957251475,54.761904761904766,1.62034565740458,-1.4502721589871153,0.1689439851650324,201,-0.02137145815209188,-0.04574553425461536,46.26865671641791,1.1071072270652142,-1.2326277102602528,0.05826567008227225,149,0.06341545776570122,0.06985363946458989,51.67785234899329,1.2126207484752647,-1.1952942277548604,0.21433617124249804,0.01140883151477044
M15_KDJ_P4=-+++,71,0.1943068424338693,0.23461165227336434,56.33802816901409,1.4345609847337804,-1.2890721286354179,0.0590550161697399,82,-0.02360551551219051,0.03618501154455389,51.21951219512195,0.9764655609739854,-0.9847356623446826,0.18891239644895919,55,-0.2688413961208013,0.028724357539955392,54.54545454545454,0.9830037357148216,-1.4668821960106406,-0.14184664121651358,0.00917477415467181
H4_STOCH_P3=0++,70,0.03889522285483437,-0.002105039530231334,50.0,1.5317430165423431,-1.4847219561198475,0.07913982625466405,80,0.15287978590755688,-0.03332448532842314,48.75,1.279029805627244,-1.154717623812256,-0.08561299164472452,45,0.27313049007095763,-0.02719551208362203,48.888888888888886,1.35214039927214,-1.0207876520193133,0.3267832316638021,0.007928914604077509
H1_STOCH_P4=++0-,65,0.06092525618266675,-0.06931345864498173,46.15384615384615,1.450130328198142,-1.4181284819290787,-0.2178097996756513,61,-0.033541572318067564,-0.017837760377981127,49.18032786885246,0.8872570305484518,-1.1899882457888853,-0.09673414811961342,44,-0.07296561540737717,-0.18989149481105638,45.45454545454545,1.178154844162566,-1.1698689823772648,0.04797840403443762,-0.0007612826512052445
H1_WPR_P4=++0-,51,0.258038503576134,0.4682094017342431,58.82352941176471,1.8447376282113894,-1.799685541882782,0.4247063422386099,44,-0.03461253597827841,-0.10520592411091823,45.45454545454545,1.0290000023168928,-1.2252351218943447,-0.0021448251236793965,32,-0.10267670582861345,-0.17200010976529678,46.875,0.9936772074352743,-1.3374792263850626,0.18490776698177208,-0.00183224631141609
H4_KDJ_P3=-++,105,0.22471685862530272,0.23160109342341695,60.0,1.6208144367010517,-1.3282056583644912,0.08000511811992672,131,-0.03694428355818744,-0.055250019424235575,47.32824427480916,1.1144365484260852,-1.1644779871034592,-0.33802013797790764,87,0.05187803069221565,0.0543863699767444,57.47126436781609,1.0970649338828373,-1.1195728067341304,0.12889624493606158,-0.004163993891325123
H4_RSI_P3=-++,64,0.2329652857870197,0.2378070204806293,56.25,1.5905270780451528,-1.3495711080519028,0.034466511361973595,54,-0.05390422900135869,-0.12175010085497817,42.592592592592595,1.1206756417604908,-1.179953198868828,-0.22854522386387163,38,0.15174600543908542,0.0018364821628147343,50.0,1.3470439513012264,-1.1507927115978887,0.39179171790494083,-0.02112393933449637
S_SWEEP=N,776,0.05055643456942845,0.0624338937753266,52.448453608247426,1.4528289586945784,-1.4400439403563894,0.10798694804733253,751,-0.05802682119481976,-0.022660298627441566,48.8681757656458,1.0742561984007803,-1.1795850208204615,-0.11417288854698389,551,-0.012979100132486994,0.01321321517266938,51.36116152450091,1.1189083821000096,-1.1838072996639537,0.06648703778696032,-0.025246531527957437
S_HLHH=N,240,0.0024492800552928834,0.035156450479678636,50.83333333333333,1.476092627641086,-1.5634066058794578,0.12667431927375736,201,0.1876504383919767,0.02117202987761413,50.74626865671642,1.203496924987915,-1.0617024042977394,0.15175347318587368,152,-0.23389865571292445,-0.2115360223542362,40.78947368421053,0.9516969119748451,-1.2630205799910237,-0.3707589479326943,-0.028517028195463978
M15_OBV_P4=0-0+,44,0.34585051347731627,-0.03918070053376965,47.72727272727273,1.4298766377540657,-1.28349602068879,0.6920511796205132,50,-0.062068511543071914,-0.014937687168931069,48.0,1.1687762541776536,-1.1706143130621414,-0.34132833270493124,25,0.23800315705791952,-0.08479871879047973,48.0,1.2291848704508608,-1.1410137974346555,0.30624062530957863,-0.029288221876209594
H4_WPR_P3=-++,46,0.5062251907973432,0.46873548943552334,67.3913043478261,1.6925123125757704,-1.1454874599583043,0.16497083869484336,55,-0.06556050477618959,-0.17914253725562768,41.81818181818181,1.0141150765568974,-1.104769727147062,-0.5057689015212595,32,-0.1833987347988869,-0.1270244707596957,43.75,0.8545991342322513,-1.0982914686645153,0.1904939017361263,-0.03278021510932727
S_RECLAIM=Y,631,-0.009026004482481514,0.028720101195944814,51.03011093502378,1.3949307835839053,-1.4710785415398109,0.07002422439081236,606,-0.0365644070504743,0.0008583482761614913,50.0,1.0929034673693494,-1.175203619884333,-0.1651796659640784,439,-0.0556742911299049,0.0074534854528574,50.56947608200456,1.0750835075414726,-1.183286340955408,-0.03272319013887337,-0.039992312733238375
H1_KDJ_P4=+---,55,0.11605614744275033,-0.04669966914681023,49.09090909090909,1.4276728662734877,-1.2386180176404917,0.44045714003932757,48,-0.075444343476562,0.0758564091801861,56.25,0.9582826105441283,-1.154553970201829,-0.31265902215621305,37,0.12639653599323125,0.22149606061521165,56.75675675675676,1.347729133883895,-1.0503295261097076,0.3814221314081768,-0.042664053809699676
M15_OBV_P4=--0+,170,-0.011955869835515172,0.13230077270968144,55.294117647058826,1.474643275627561,-1.5008887315595854,0.08852554770127423,151,0.01731392318327441,0.07779810757633232,51.65562913907284,1.1123255506048764,-1.1370514155267668,-0.0341551735813555,98,0.011785681596585034,0.06327859273805858,52.04081632653062,1.1774991803956874,-1.1811842185942951,0.20342120895118368,-0.042922178086272036
H4_RSI_P3=+++,102,0.12231668275473422,-0.057078089424256184,47.05882352941176,1.5387259309391947,-1.2555154608819146,0.012161319590344477,81,-0.07614362018389997,-0.10261367830841639,46.913580246913575,1.1438923088144715,-1.2333696315783025,-0.3128409167667516,55,0.0914242115178561,0.020422797005492654,50.90909090909091,1.3239831046156376,-0.9887287273855222,0.1589121755217716,-0.043363330517037654
M15_KDJ_P4=--++,148,-0.013675780939168715,-0.0032920946216652425,50.0,1.5872599379813201,-1.5568494913548676,0.17523253990619808,122,0.07764321843981815,0.0009223427106186399,50.0,1.1666051022203079,-1.0282420083846218,-0.11443412945980397,87,-0.09193535958650241,0.03931309414288986,51.724137931034484,1.030613957769456,-1.13388331578631,0.2602912969884514,-0.04464208918992558
M15_MACD_P4=++++,62,0.15733015256733812,0.2341200527007703,53.2258064516129,1.6307990730767237,-1.3300443003021754,-0.10432088374166233,64,-0.08342776231818011,-0.23675908434891424,37.5,0.9685898967310607,-1.1688566068882096,-0.06133081683858829,47,-0.20707221082494628,0.020422797005492654,53.191489361702125,0.7614773387289938,-1.0996331194051239,-0.16203940280636095,-0.05064747265131779
S_ENGULF=Y,270,-0.0008009099359494146,-0.0363442343174869,49.25925925925926,1.358019697871744,-1.5127698317807463,0.161279377880141,228,-0.08413452874704842,-0.05956498506525243,46.49122807017544,1.1107629640700765,-1.2333026121663164,-0.09600471478377184,210,-0.11245889584247097,-0.06563774600325534,48.095238095238095,1.1023563799121059,-1.2719109492333835,-0.08286642274259877,-0.051354239080186104
H1_MACD_P4=++++,177,-0.014828397472713596,0.1229949155322263,54.23728813559322,1.5225553411305741,-1.591659603546223,0.08331074626642271,175,-0.08514523715672878,-0.0695073852134187,47.42857142857143,1.1162564518856704,-1.2743473602813362,-0.1100768852340526,128,0.010689992397013633,-0.15076746289556797,46.09375,1.2103310685430513,-1.279388879810458,0.16436454758139774,-0.05236494748986646
M15_STOCH_P4=--0+,142,-0.023665120422094614,-0.013647887202328235,49.29577464788733,1.5284192865612387,-1.4587936784912336,0.12200757302371146,129,-0.004772520230470318,-0.02807133152396002,46.51162790697674,1.1047668036025209,-1.1766749815984967,-0.022936603812859165,98,-0.20889480407610975,-0.15199407437630486,42.857142857142854,0.953680788394459,-1.2629980537279382,0.21932149186665562,-0.05463142867285148
H4_MACD_P3=+++,248,-0.03163128044120013,0.009692881085632266,50.403225806451616,1.3052768041396579,-1.3348339165625225,0.04049916957021828,249,0.01188474528205643,-0.024185088165640245,47.791164658634536,0.973640006094586,-1.015717318878447,0.006993541622485567,194,-0.029670776308562897,0.019129449161892076,52.0618556701031,1.0933793071607636,-1.1182101704858356,-0.05113838048917705,-0.06259758869195699
H4_MACD_P3=0++,58,0.3734381314214614,0.050783671824639054,53.44827586206896,1.8416702101770905,-1.3200101410103384,0.25913715722517877,69,-0.09680093577633736,-0.20149138843452707,40.57971014492754,1.0250311387779356,-1.1816248080719547,-0.28813082723638644,38,0.03152742385809153,-0.012784137451204991,50.0,1.1590641815880998,-1.0682884185927124,0.05074378597514917,-0.06402064610947504
H4_KDJ_P3=--+,129,0.34405610028899664,0.3148769230769233,57.36434108527132,1.6035361765255614,-1.4423529294783868,0.48162265709640806,113,-0.10264478695397149,0.027585095225823864,52.21238938053098,1.163041872375719,-1.4240161670695757,-0.25716374966707717,98,-0.227328161076522,-0.34055482927231595,42.857142857142854,0.9843744667077181,-1.2686057127510024,-0.14159891686380185,-0.06986449728710917
S_HLHH=Y,601,0.04235413980967758,0.05877193973886641,52.412645590682196,1.4412839964435036,-1.4269386483990767,0.08196619941690127,606,-0.10589345194380398,-0.03546816005197684,48.51485148514851,1.0609326269692456,-1.2318966669115035,-0.19618799669646114,436,0.04715707584730678,0.061322057967083676,54.357798165137616,1.16510142365446,-1.1595926960006024,0.17048713251201397,-0.07311316227694166
M15_MACD_P4=----,94,0.12717758433537354,0.05170713355178158,52.12765957446809,1.4841684005164806,-1.396485735924811,0.3735417633720202,85,-0.10767422357193832,-0.15989696590301694,45.88235294117647,1.0387995647686399,-1.3958361330717106,-0.015582089743027423,67,0.11818433944060427,-0.00844380916863452,49.25373134328358,1.0828870178562893,-1.0969220180300503,0.3189261073937055,-0.074893933905076
H4_STOCH_P3=00+,53,-0.04964492703751679,0.034985250674646196,52.83018867924528,1.4915471896507506,-1.5087991932951885,-0.3730469114964743,62,0.21630088534213954,0.013791758108883112,50.0,1.2747535620610666,-0.9780510231147691,0.2622965890408697,39,-0.6680699164936288,-0.2702954179289452,35.8974358974359,0.8137210743275165,-1.5785057346535094,-0.4835316362383719,-0.08061123528827364
H4_OBV_P3=0++,78,0.21464825528381887,-0.07138265856310166,48.717948717948715,1.5285872679340387,-1.4503633008110786,0.7282253506269024,84,-0.12044849920084097,-0.2318714777730546,44.047619047619044,1.1259372353977202,-1.4308958722654375,-0.16138356749243452,62,-0.09369900451766094,0.035026616480748896,56.451612903225815,1.2068079429386867,-1.2273956749166852,-0.4094670757776864,-0.08766820953397865
M15_MACD_P4=--0+,72,-0.05723965601981868,0.1876609015080799,61.111111111111114,1.4560723948046717,-1.6166979042466842,-0.20732684505353532,48,-0.06759830726392656,0.12738212792924308,60.416666666666664,0.8994210765855862,-1.1461150356147694,-0.1643925331778017,47,0.08823243789576901,0.21189084032042782,59.57446808510638,1.138699264948195,-1.1349869745628682,-0.01847122918840696,-0.08820596427057555
M15_KDJ_P4=-+-+,43,0.0845514508982313,0.30888959197465926,53.48837209302325,1.5812818286568822,-1.2940260249645839,0.15783790954337473,56,-0.12754214978195363,0.10825024558958063,55.35714285714286,1.1712070561696095,-1.4942369307132275,0.24201802020886268,29,-0.01407125819965763,0.18136388395466607,55.172413793103445,1.0548156298181945,-1.2502635905625947,-0.3162426697671044,-0.09476186011509131
H1_OBV_P4=+++0,60,0.06295977937163875,-0.10538278674389612,46.666666666666664,1.4915314320842938,-1.255247613029888,0.3421680751412246,65,-0.13747432793043932,0.02117202987761413,50.76923076923077,1.142449735071721,-1.318831924229446,-0.14521992597138145,52,-0.0777302541458076,-0.024869363512391995,48.07692307692308,1.023750888205116,-1.2417707730894365,0.2801699405732704,-0.104694038263577
H4_OBV_P3=+0+,128,-0.07669179972745589,-0.12053001215310277,47.65625,1.4179298804551157,-1.5435177370632598,0.18625377192034667,113,-0.09416949714926326,-0.16101840820643698,43.36283185840708,1.0671577837265867,-1.1960388699667743,-0.1798308159060604,85,0.19538641594887862,0.03171303333393549,51.76470588235295,1.1538302410984105,-0.9702920692929746,0.27775605044230495,-0.10765810797821275
H1_MACD_P4=0+++,56,-0.07708934152926303,0.11468006957251475,57.14285714285714,1.3366558402565087,-1.6398681942640232,0.16012162850390996,53,-0.11161507452458874,0.039865111498671446,50.943396226415096,1.2217677724357772,-1.2005440421385145,-0.24795688906989416,36,-0.0384894609424008,-0.07943021891443358,50.0,0.9409378467828835,-1.0230068171660767,-0.4094732960494273,-0.10805564978001989
H4_MACD_P3=--0,121,-0.07765821190231419,0.1034868765224406,52.892561983471076,1.528514072632838,-1.8003516413949863,0.19585106792552615,118,0.04348118253514993,-0.003449650823172945,50.0,1.2794465143274554,-1.2714973540423313,-0.2307260662676767,79,-0.25510645752163086,-0.2188219184817708,39.24050632911392,1.0305791229515207,-1.3513283222392098,-0.06374210514912469,-0.10862452015307104
M15_WPR_P4=-0-+,103,-0.08081741474852294,-0.12025384509933845,48.54368932038835,1.42900634487196,-1.5572028276247953,-0.1984117229574421,92,0.10849996741090957,0.03364220228276871,51.08695652173913,1.2425575948547705,-1.3153413196805894,0.022010484005099626,66,-0.12026214658393193,-0.18830334450156694,42.42424242424242,1.0318697832508859,-1.2721572252996864,-0.1613240340856339,-0.1117837229992798
H1_KDJ_P4=-+++,53,-0.08244475709145471,-0.10583781557346184,47.16981132075472,1.2153843505362971,-1.2823958961053468,-0.10234900659090383,43,0.25346004115507276,0.3052152571380473,62.7906976744186,1.1719233238650466,-0.922790190403266,0.24691657670428624,29,0.17249193414307926,-0.13277203955764927,44.827586206896555,1.1375465152957605,-1.0190886675129092,0.38795361823651514,-0.11341106534221157
H1_RSI_P4=+++0,42,0.036690976665594226,0.0810422582061876,52.38095238095239,1.5971503849188369,-1.5320336563305643,0.22590946882509763,59,-0.14981868641401153,-0.08357016776013859,47.45762711864407,1.1397238052211596,-1.4647487373281944,0.04766667753420038,33,-0.1715756753966759,-0.1426624447404934,39.39393939393939,1.2142506284099763,-1.4885527433833559,0.44211428037485856,-0.1170383967471492
M15_STOCH_P4=---+,82,-0.08700516111102481,-0.09039464563673771,47.5609756097561,1.458958233267831,-1.7636972137564084,-0.14256689334818384,62,-0.09266288848688156,-0.010186582913790376,48.38709677419355,1.174126705931667,-1.1832200231366339,-0.17612371403914934,49,0.24854372913172373,0.09769616879085063,55.10204081632652,1.3427897396581299,-1.0540109797089268,0.21968881266654033,-0.11797146936178167
H4_STOCH_P3=-++,71,0.16290456237017942,0.06842901642891697,52.112676056338024,1.483017603551677,-1.3650168968292895,0.16152032965686564,68,-0.15104486131634723,0.020376101671681912,54.41176470588235,1.0928955453056963,-1.1954931540331772,-0.22395085076042656,61,0.043849421320333815,0.021143964025349682,54.09836065573771,1.0547476601462535,-1.0252307316410343,0.299399878658702,-0.11826457164948491
M15_RSI_P4=-0-+,113,-0.09294795758605458,0.013124274099896027,50.442477876106196,1.44030318820697,-1.6698571853812159,-0.030275414735709532,105,0.03944752227411854,0.018949185794903123,51.42857142857142,1.1067272875152978,-1.0996492036666659,0.05659818723451896,81,-0.123287610206609,0.010248715731653313,51.85185185185185,1.0627831284332474,-1.3450073821410833,0.0031475717021911763,-0.12391426583681144
M15_OBV_P4=++0+,52,0.15449034590783067,0.20666356420934173,53.84615384615385,1.4701860967329152,-1.522790987958606,0.307047134380941,59,-0.1588800825639783,-0.13733057323177533,42.3728813559322,1.0716206320157735,-1.1436194625906446,0.007953023237492992,49,0.0011303202053762624,-0.03302176035526738,48.97959183673469,0.9794057020790495,-0.9544810042620551,-0.033636544090264585,-0.12609979289711598
H4_RSI_P3=0-+,70,0.10168477164970621,0.2693604585623288,57.14285714285714,1.4702836823396321,-1.421164442565922,-0.16448795809397104,61,-0.1701569103874412,-0.13123583296146268,44.26229508196721,0.9719694243919413,-1.2009367971155216,-0.10258578026266967,48,-0.2614401268340965,-0.21911448416848112,41.66666666666667,0.9881817940253006,-1.3572449227494119,-0.27682807520369584,-0.13737662072057888
M15_OBV_P4=---0,58,0.06652947420283892,0.040905760965670446,51.724137931034484,1.4045397781089592,-1.5105417230407776,0.4772734955207245,53,-0.17753247696094596,-0.18626165933935956,43.39622641509434,0.9511591845752814,-1.3404381399936163,-0.27626300394023645,35,-0.11332534668634915,-0.0011888621193834048,48.57142857142857,1.2374790728220886,-1.370366631376569,-0.2937352270690199,-0.14475218729408362
H4_MACD_P3=---,118,-0.13320190077270777,-0.03682497037773569,50.0,1.2748731207617356,-1.529087941600744,-0.39040221075356274,105,-0.03263582935577741,-0.0006849541822728789,49.523809523809526,1.0745441334574393,-1.1783683003104988,0.2348302980084363,91,-0.32889364243452957,-0.08697278693923227,48.35164835164835,0.8923617858421512,-1.4516958819097043,-0.21803070761460278,-0.16416820902346463
M15_MACD_P4=---0,268,-0.13816525543236816,0.007230508917532852,50.373134328358205,1.3501540039658864,-1.5524509631130456,-0.1039499906638186,229,0.18842959019038788,0.09249854453818873,54.14847161572053,1.232907037620947,-1.0300189076591073,0.014160178109786634,169,-0.22534246413437933,-0.0011888621193834048,49.70414201183432,1.0497141065776197,-1.3205219827294945,-0.12514666423003118,-0.169131563683125
M15_WPR_P4=-00+,81,0.36377864642693397,0.2335727712206248,55.55555555555556,1.628983293800755,-1.28120818702801,0.4406912999943473,73,-0.20228386009087834,-0.0552533469504457,47.94520547945205,1.1322643476396812,-1.430264746607998,-0.2431664898393451,55,-0.20213383083643427,0.10467504129907379,54.54545454545454,1.0394122969765216,-1.2098519987552496,-0.1238548723017672,-0.16950357042401604
